anime_id,title,title_english,title_japanese,title_synonyms,url,image_url,trailer_url,type,source,episodes,status,airing,aired_from,aired_to,duration,rating,score,scored_by,rank,popularity,members,favorites,synopsis,background,season,year,broadcast_day,broadcast_time,producers,licensors,studios,genres,themes
41312,Kami-tachi ni Hirowareta Otoko,By the Grace of the Gods,神達に拾われた男,"The man picked up by the gods, Kamihiro, Kamitachi ni Hirowareta Otoko",https://myanimelist.net/anime/41312/Kami-tachi_ni_Hirowareta_Otoko,https://cdn.myanimelist.net/images/anime/1654/108801.jpg,https://www.youtube.com/watch?v=ZhqrSlogE0w,TV,Light novel,12.0,Finished Airing,False,2020-10-04T00:00:00+00:00,2020-12-20T00:00:00+00:00,23 min per ep,PG-13 - Teens 13 or older,6.97,117647.0,4397.0,1108,228233,1078,"Deep in the forest, far from any human contact, there lives a child named Ryouma Takebayashi. He engages in the rather strange hobby of keeping various types of slimes as pets. Furthermore, despite his young age, he has a sturdy physique and good compatibility for magic. All of this is because, having endured much hardship in his previous life, three gods grace Ryouma with a second chance to pursue one goal: savor the wonders of life.

After three years of comfortable solitude pass by, Ryouma meets people that will change his current life forever. When he encounters and helps some soldiers tend to their wounded comrade, the group convinces him to accompany them to visit the nearby town's ducal family. Ryouma agrees and soon embarks on a journey to explore the vast world beyond his home.

[Written by MAL Rewrite]",,fall,2020.0,Sundays,23:30,"Lantis, Toei Video, KlockWorx, Nikkatsu, Asmik Ace, Hobby Japan, AMG MUSIC, BS Fuji, Hakuhodo DY Music & Pictures, Amusement Media Academy, Exa International, Bandai Namco Arts",Funimation,Maho Film,"Fantasy, Slice of Life","Isekai, Iyashikei, Reincarnation"
41379,Kimi wa Kanata,Over the Sky,君は彼方,"You are Beyond, KimiKana",https://myanimelist.net/anime/41379/Kimi_wa_Kanata,https://cdn.myanimelist.net/images/anime/1724/109743.jpg,https://www.youtube.com/watch?v=cXx0NgxAtKM,Movie,Original,1.0,Finished Airing,False,2020-11-27T00:00:00+00:00,,1 hr 35 min,PG-13 - Teens 13 or older,5.92,15288.0,10109.0,2615,73242,187,"High schoolers Mio Miyamasu and Arata Kishimo are childhood friends. Mio harbors feelings for Arata, but she lacks the courage to express them. Even when her friend Madoka asks if she is in love with Arata, Mio reluctantly declines and encourages her friend to pursue her own feelings for him instead.

Later, while Mio and Arata visit a fortune-teller, the boy notices a strange phenomenon and tries to drag Mio out of the shop—much to her annoyance. As Mio begins to question her relationship with Arata, an argument erupts between them. That night, feeling guilty for what had occurred, Mio ventures into the rain to apologize to Arata and make her feelings clear. However, an accident along the way turns Mio's world upside down.

[Written by MAL Rewrite]","Kimi wa Kanata was originally intended to be a short film, but it was turned into a feature film after many script revisions.",,,,,CUCURI,,Digital Network Animation,"Drama, Fantasy",Isekai
41380,100-man no Inochi no Ue ni Ore wa Tatteiru,I'm Standing on a Million Lives,100万の命の上に俺は立っている,"I'm standing on 1,000,000 lives.",https://myanimelist.net/anime/41380/100-man_no_Inochi_no_Ue_ni_Ore_wa_Tatteiru,https://cdn.myanimelist.net/images/anime/1506/117717.jpg,https://www.youtube.com/watch?v=FyBU0SZIYx0,TV,Manga,12.0,Finished Airing,False,2020-10-02T00:00:00+00:00,2020-12-18T00:00:00+00:00,23 min per ep,PG-13 - Teens 13 or older,6.51,153875.0,6841.0,823,307039,667,"Yuusuke Yotsuya has always disliked Tokyo, but he especially hates the people who live in it. He would rather thrive in a virtual world than try to get along with those around him. At the end of one school day, he sees the popular athlete Iu Shindou talking to Kusue Hakozaki, who spends less time in school due to illness. But when he looks away from the two and back again, they have seemingly disappeared.

Mere moments later, Yotsuya enters a state of free-fall, and the world begins to change around him. Dropping into a large pool of water, the first thing he sees when he comes to his senses is an assortment of enormous monsters. He soon finds out that he has been brought into a game world by Shindou and Hakozaki and that he must complete a quest within 14 days.

There is one thing that separates this world from the real world: anyone who dies will be brought back to life in 30 seconds as long as one party member is alive. Tasked with numerous quests that increase in difficulty over time, Yotsuya, Shindou, and Hakozaki attempt to discover the mystery behind the perplexing game world.

[Written by MAL Rewrite]",,fall,2020.0,Fridays,22:00,"Lantis, Warner Bros. Japan",Crunchyroll,Maho Film,"Action, Adventure, Drama, Fantasy",Isekai
41392,Urasekai Picnic,Otherside Picnic,裏世界ピクニック,,https://myanimelist.net/anime/41392/Urasekai_Picnic,https://cdn.myanimelist.net/images/anime/1494/111515.jpg,https://www.youtube.com/watch?v=r37i6fuajt4,TV,Novel,12.0,Finished Airing,False,2021-01-04T00:00:00+00:00,2021-03-22T00:00:00+00:00,23 min per ep,R - 17+ (violence & profanity),6.65,41297.0,6050.0,1839,125372,560,"The ""Otherworld"" is a vast and dangerous realm hidden from the knowledge of the common folk. It is also home to many creatures that threaten any human who dare visit it. To witness its desolate yet oddly absorbing environment, one must search for portals that could reside anywhere, from secret elevators to shrine entrances.

After a fateful encounter with a horrendous Otherworld denizen, Sorawo Kamikoshi ponders whether to keep going or give up in life. Meanwhile, Toriko Nishina scours the Otherworld in hopes of finding her friend Satsuki, who she believes is lost somewhere within the realm. 

When the two cross paths, friendship blossoms. In order to acquire as much information about this obscure dimension, the two travel back and forth from the real world to the other. Sorawo and Toriko's bodies are soon influenced by the Otherworld, preparing them for the many horrors to come as both of them try to fulfill their goals.

[Written by MAL Rewrite]",,winter,2021.0,Mondays,23:30,"Sony Pictures Entertainment, Square Enix, Frontier Works, AT-X, Hakuhodo DY Music & Pictures, Amusement Media Academy, BS11, Good Smile Film, Hayakawa Shobou",Funimation,"LIDENFILMS, Felix Film","Adventure, Fantasy, Mystery, Suspense","Isekai, Survival"
41399,Katarina Nounai Kaigi,,カタリナ脳内会議,Katarina's Brain Conference,https://myanimelist.net/anime/41399/Katarina_Nounai_Kaigi,https://cdn.myanimelist.net/images/anime/1067/106344.jpg,,ONA,Light novel,26.0,Finished Airing,False,2020-02-29T00:00:00+00:00,2020-05-08T00:00:00+00:00,44 sec per ep,PG-13 - Teens 13 or older,5.72,1580.0,11039.0,9003,4599,2,"Short specials posted on the official twitter account where the ""Katarina Five"" will introduce Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...",,,,,,Grooove,,AQUA ARIS,Comedy,"Isekai, Villainess"
41402,Mairimashita! Iruma-kun 2nd Season,Welcome to Demon School! Iruma-kun Season 2,魔入りました！入間くん,Welcome to Demon School! Iruma-kun 2nd Season,https://myanimelist.net/anime/41402/Mairimashita_Iruma-kun_2nd_Season,https://cdn.myanimelist.net/images/anime/1527/113656.jpg,https://www.youtube.com/watch?v=NxqfMRZfVTA,TV,Manga,21.0,Finished Airing,False,2021-04-17T00:00:00+00:00,2021-09-11T00:00:00+00:00,24 min per ep,PG-13 - Teens 13 or older,8.03,166032.0,610.0,741,335288,2397,"After many trials and tribulations, Iruma Suzuki is finally happily living among demons despite having to hide his true identity as a human. Even more so, he has now found his ambition in life: keep ranking up in this world!

However, that plan is halted when Iruma's club is temporarily dismissed, and he is forced to be part of the student council, known for its strictness toward rowdy students. Its cold-hearted president is Amelie Azazel, Iruma's friend. Although Iruma is not used to following their rigid schedule and many rules, he still wants to prove himself and help Amelie alongside all of the other members of the council. 

But trouble arises when Amelie's personality completely changes due to strange circumstances, putting the student council's reputation in jeopardy. Will Iruma be able to save them and avoid having the whole school turn into pure chaos?

[Written by MAL Rewrite]",,spring,2021.0,Saturdays,17:35,"NHK, NHK Enterprises",,Bandai Namco Pictures,"Comedy, Fantasy","Isekai, School"
41456,"Sentouin, Hakenshimasu!",Combatants Will Be Dispatched!,戦闘員、派遣します！,,https://myanimelist.net/anime/41456/Sentouin_Hakenshimasu,https://cdn.myanimelist.net/images/anime/1444/115118.jpg,https://www.youtube.com/watch?v=3DHctZTqsFo,TV,Light novel,12.0,Finished Airing,False,2021-04-04T00:00:00+00:00,2021-06-20T00:00:00+00:00,24 min per ep,PG-13 - Teens 13 or older,7.14,182354.0,3627.0,622,389535,2052,"As a chief operative of the villainous Kisaragi Corporation, Sentouin Roku-gou receives orders to help the organization conquer the entire known universe. Tasked with infiltrating the kingdom of Grace—a mission that could change the fate of the world—Roku-gou mistakenly believes that his skills as a combatant are superb, fuelling his arrogant attitude. To ensure the success of the mission, Alice Kisaragi, an exceptional android with a youthful appearance named after the company itself, is assigned to be Roku-gou's travel companion. 

Upon their arrival at the outskirts of the kingdom, Alice and Roku-gou encounter Snow, the commander of the country's royal guard. Snow leads the pair to a broken legendary artifact, and Roku-gou seizes the opportunity for a long-awaited promotion at his company and changes the recitation for the sacred ritual to an embarrassing phrase. As punishment, the princess of the kingdom forces Roku-gou to become an honorary knight, fulfilling part of his mission. Having infiltrated the kingdom's inner circle, Roku-gou must now help his new employer fight against the Demon Lord's Army, all while perpetuating evil deeds as a combatant of the Kisaragi Corporation. 

[Written by MAL Rewrite]",,spring,2021.0,Sundays,21:00,"Nippon Columbia, Kadokawa",Funimation,J.C.Staff,"Action, Comedy, Fantasy, Sci-Fi",Isekai
41466,Kyojinzoku no Hanayome,The Titan's Bride,巨人族の花嫁,,https://myanimelist.net/anime/41466/Kyojinzoku_no_Hanayome,https://cdn.myanimelist.net/images/anime/1481/107629.jpg,,ONA,Manga,9.0,Finished Airing,False,2020-07-06T00:00:00+00:00,2020-08-31T00:00:00+00:00,6 min per ep,R+ - Mild Nudity,5.51,14263.0,,3921,34444,166,"Kouichi Mizuki ends his high school basketball career on a high note, bringing his team to victory during their final match at nationals. Now free from club activities, he looks forward to spending more time socializing, maybe even finding room for romance. But fate has slightly different plans for him when a magical circle transports Kouichi to Tildant, the land of giants.

Upon his arrival, Kouichi comes face-to-face with Caius Lao Bistail, the titan king and the culprit behind his summoning. Caius is overjoyed, claiming Kouichi to be his fated bride and asking him to bear his children! It soon becomes evident to Kouichi that his species, let alone gender, is not a problem as Caius pushes him down onto a lavish bed. Will Kouichi ever find romance in this relationship that is bound to end in tears?

[Written by MAL Rewrite]","Ascendent Animation released Kyojinzoku no Hanayome as The Titan's Bride on October 1, 2021 in the US as two versions: a censored DVD version, as well as an uncensored Blu-ray version.",,,,,,Ascendent Animation,Studio Hokiboshi,"Boys Love, Fantasy, Erotica",Isekai
41487,Tensei shitara Slime Datta Ken 2nd Season Part 2,That Time I Got Reincarnated as a Slime Season 2 Part 2,転生したらスライムだった件,Tensura 2,https://myanimelist.net/anime/41487/Tensei_shitara_Slime_Datta_Ken_2nd_Season_Part_2,https://cdn.myanimelist.net/images/anime/1033/118296.jpg,https://www.youtube.com/watch?v=nle-73CcG1k,TV,Manga,12.0,Finished Airing,False,2021-07-06T00:00:00+00:00,2021-09-21T00:00:00+00:00,23 min per ep,PG-13 - Teens 13 or older,8.32,464857.0,256.0,245,809037,10948,"The nation of Tempest is in a festive mood after successfully overcoming the surprise attack from the Falmuth Army and the Western Holy Church. Beyond the festivities lies a meeting between Tempest and its allies to decide the future of the Nation of Monsters. The aftermath of the Falmuth invasion, Milim Nava's suspicious behavior, and the disappearance of Demon Lord Carrion—the problems seem to keep on piling up.

Rimuru Tempest, now awakened as a True Demon Lord, decides to go on the offensive against Clayman. With the fully revived Storm Dragon Veldora, Ultimate Skill Raphael, and other powerful comrades, the ruler of the Tempest is confident in taking down his enemies one by one until he can face the man pulling the strings.

[Written by MAL Rewrite]",,summer,2021.0,Tuesdays,23:00,"Kodansha, BS11, Bandai Namco Arts, Micro Magazine Publishing, Bandai Spirits, Sony Music Solutions, ADK Marketing Solutions",Crunchyroll,8bit,"Action, Adventure, Comedy, Fantasy","Isekai, Reincarnation"
41488,Tensura Nikki: Tensei shitara Slime Datta Ken,The Slime Diaries,転スラ日記 転生したらスライムだった件,,https://myanimelist.net/anime/41488/Tensura_Nikki__Tensei_shitara_Slime_Datta_Ken,https://cdn.myanimelist.net/images/anime/1458/117607.jpg,https://www.youtube.com/watch?v=JyCSGTKcNPA,TV,Manga,12.0,Finished Airing,False,2021-04-06T00:00:00+00:00,2021-06-22T00:00:00+00:00,23 min per ep,PG-13 - Teens 13 or older,7.59,156994.0,1587.0,695,352636,2091,"In between slaying monsters and negotiating with neighboring countries, Rimuru Tempest has his hands full attending to his kingdom alongside day-to-day matters. But whether it's expanding the farms in the summer heat or shoveling snow in the chilly winter, no task is too big for Rimuru and his friends!

[Written by MAL Rewrite]","Tensura Nikki: Tensei shitara Slime Datta Ken was initially scheduled to begin airing in January 2021, but it was delayed for three months due to the COVID-19 pandemic.",spring,2021.0,Tuesdays,23:00,"Lantis, Kodansha, BS11, Bandai Namco Arts, Micro Magazine Publishing, Bandai Spirits, Sony Music Solutions, ADK Marketing Solutions",,8bit,"Comedy, Fantasy","Isekai, Reincarnation"
41497,Fate/Grand Order: Shuukyoku Tokuiten - Kani Jikan Shinden Solomon,Fate/Grand Order: Final Singularity - Grand Temple of Time: Solomon,Fate/Grand Order -終局特異点 冠位時間神殿ソロモン-,,https://myanimelist.net/anime/41497/Fate_Grand_Order__Shuukyoku_Tokuiten_-_Kani_Jikan_Shinden_Solomon,https://cdn.myanimelist.net/images/anime/1507/114957.jpg,https://www.youtube.com/watch?v=cVp-DBkpL2c,Movie,Game,1.0,Finished Airing,False,2021-07-30T00:00:00+00:00,,1 hr 34 min,PG-13 - Teens 13 or older,7.74,32365.0,1154.0,2501,79244,403,"After battling their way through all seven Singularities, the Chaldea Security Organization has finally arrived at the endpoint of the Grand Order: The Final Singularity, Grand Temple of Time: Solomon. Now is the time to defeat the root of all evil, Solomon, the King of Mages. Now is the time to reclaim the future. With the final operation looming large, Romani Archaman considers the choices he will soon have to make, Mash Kyrielight dwells on life's limitations, and Fujimaru prepares to receive a new Mystic Code. All their many encounters have led to this moment as Fujimaru and Mash at last embark on their final operation...

(Source: anime.fate-go.us)",,,,,,Aniplex,Aniplex of America,CloverWorks,"Action, Fantasy",Isekai
41567,Isekai Quartet Movie: Another World,,劇場版 異世界かるてっと ～あなざーわーるど～,Gekijouban Isekai Quartet: Another World,https://myanimelist.net/anime/41567/Isekai_Quartet_Movie__Another_World,https://cdn.myanimelist.net/images/anime/1222/122000.jpg,https://www.youtube.com/watch?v=4B46KQbobms,Movie,Original,1.0,Finished Airing,False,2022-06-10T00:00:00+00:00,,1 hr 52 min,PG-13 - Teens 13 or older,7.47,19592.0,2017.0,2402,84168,125,The class arrives in another world and they encounter a desolate environment dominated by a rampaging magical automaton.,,,,,,Kadokawa,,Studio PuYUKAI,"Comedy, Fantasy","Isekai, Parody"
41623,Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω,How Not to Summon a Demon Lord Ω,異世界魔王と召喚少女の奴隷魔術Ω,"How Not to Summon a Demon Lord 2nd Season, Isekai Maou to Shoukan Shoujo no Dorei Majutsu 2nd Season, The Otherworldly Demon King and the Summoner Girls' Slave Magic 2nd Season, Isekai Maou to Shoukan Shoujo no Dorei Majutsu Omega",https://myanimelist.net/anime/41623/Isekai_Maou_to_Shoukan_Shoujo_no_Dorei_Majutsu_Ω,https://cdn.myanimelist.net/images/anime/1011/113703.jpg,https://www.youtube.com/watch?v=TQokj-9LYv8,TV,Light novel,10.0,Finished Airing,False,2021-04-09T00:00:00+00:00,2021-06-11T00:00:00+00:00,24 min per ep,PG-13 - Teens 13 or older,6.7,192900.0,5817.0,553,429721,2738,"The Demon King Diablo is back as... God? A fateful encounter with the High Priest Lumachina Weselia finds Diablo and his party accompanying this mysterious stranger on a journey to cleanse the Church of its corruption. Believed to be God by Lumachina, Diablo eventually decides to protect her on her initial quest to find the head paladin, the virtuous Batutta.

Diablo, Rem, Shera and Lumachina are joined by the grasswalker, Horn and the Magmatic Maid, Rose. Will Diablo fulfil Lumachina's wish? And can the Demon Lord from Another World truly play the role of God?",,spring,2021.0,Fridays,01:28,"TBS, Kodansha, Half H.P Studio, KlockWorx, 81 Produce, Avex Pictures, Crunchyroll, GREE",Funimation,"Tezuka Productions, Okuruto Noboru","Action, Comedy, Fantasy, Romance, Ecchi","Harem, Isekai"
41710,Genjitsu Shugi Yuusha no Oukoku Saikenki,How a Realist Hero Rebuilt the Kingdom,現実主義勇者の王国再建記,"Re:Construction the Elfrieden Kingdom Tales of Realistic Brave, A Realist Hero's Kingdom Restoration Chronicle, Genkoku",https://myanimelist.net/anime/41710/Genjitsu_Shugi_Yuusha_no_Oukoku_Saikenki,https://cdn.myanimelist.net/images/anime/1297/118764.jpg,https://www.youtube.com/watch?v=fyIpPaIdyJU,TV,Light novel,13.0,Finished Airing,False,2021-07-04T00:00:00+00:00,2021-09-26T00:00:00+00:00,24 min per ep,PG-13 - Teens 13 or older,7.25,210188.0,3038.0,575,412635,2645,"After the death of his grandfather, 19-year-old Kazuya Souma—an aspiring civil servant—is left all alone with no one to call family. Out of the blue, he is transported to the Elfrieden Kingdom, a small ailing country in another world, to be a ""hero."" An ongoing war with the demon army has put the entire world in peril, and Kazuya was summoned to aid in the conflict as an offering from Elfrieden to its allies.

Dissatisfied with being used as tribute, Kazuya decides to help the kingdom revamp its declining economy—not by way of adventuring or war, but through administrative reform. Abruptly declared the King of Elfrieden and betrothed to the princess, the ""Realist Hero"" Kazuya sets out to assemble a group of talented citizens who will assist him in his bureaucratic battles to get the kingdom back on its feet.

[Written by MAL Rewrite]",,summer,2021.0,Sundays,01:30,"KlockWorx, King Records, Overlap, WOWMAX, Yostar, MIGHTY MEDIA",Funimation,J.C.Staff,"Action, Fantasy, Romance","Harem, Isekai, Military"
41848,Isekai Harem Monogatari,,異世界ハーレム物語,Tales of A Harem in Another World,https://myanimelist.net/anime/41848/Isekai_Harem_Monogatari,https://cdn.myanimelist.net/images/anime/1798/112703.jpg,,OVA,Manga,4.0,Finished Airing,False,2020-07-31T00:00:00+00:00,2020-12-25T00:00:00+00:00,16 min per ep,Rx - Hentai,7.46,10976.0,,4581,24879,279,"A 16-year-old named Naoki Oikawa is addicted to masturbating. One day, while pleasuring himself as usual, his erotic magazine begins to glow and Naoki suddenly finds himself in a fantastic world. He appears among three female adventurers who later present themselves as the swordswoman Filia Shiora, the priestess Tiane Rutheim, and the elf Llusse. They explain to Naoki that the world is in danger of destruction due to the resurrection of the Demon King, and the only way to save it is for him to use his special power—feeding his semen to the three girls so as to increase their strength exponentially. Of course, the young hero agrees to join the party, and his erotic quest begins.

[Written by MAL Rewrite]",,,,,,,,Majin,"Fantasy, Hentai","Harem, Isekai"
42072,Kenja no Deshi wo Nanoru Kenja,She Professed Herself Pupil of the Wise Man,賢者の弟子を名乗る賢者,Kendeshi,https://myanimelist.net/anime/42072/Kenja_no_Deshi_wo_Nanoru_Kenja,https://cdn.myanimelist.net/images/anime/1583/119223.jpg,https://www.youtube.com/watch?v=k5nkrxm-1gY,TV,Light novel,12.0,Finished Airing,False,2022-01-12T00:00:00+00:00,2022-03-30T00:00:00+00:00,23 min per ep,PG-13 - Teens 13 or older,6.33,53021.0,7907.0,1779,131097,645,"With a dignified veteran's body and a long white beard, summoner mage Dunbalf was one of the strongest player characters in the virtual reality online multiplayer roleplaying game Ark Earth Online, even heralded as a one-man army. Together with the ""Nine Wise Mages"" and King Solomon, they formed the mage player Kingdom of Alcait. But one day, Dunbalf and the other Nine Wise Mages suddenly go missing, leaving no trace behind.

In an effort to spend his expiring credits, Dunbalf had purchased a cosmetic kit and tinkered with his character; however, he accidentally fell asleep during the customization process. Upon waking up, Dunbalf not only notices that the world of Ark Earth Online has become more realistic, but also discovers that he has turned into a cute girl! After reaching Alcait, he learns it has been 30 years since he supposedly disappeared.

Now tasked with finding the other missing mages by King Solomon, the avid role player proclaims his new identity as Mira—the Pupil of the Wise Man Dunbalf—and ventures forth to prove his legacy.

[Written by MAL Rewrite]","Kenja no Deshi wo Nanoru Kenja was set to premiere in Fall 2021 but was delayed until January 2022. The series was released on Blu-ray and DVD in three volumes from April 27, 2022 to June 24, 2022.",winter,2022.0,Wednesdays,00:30,"DAX Production, MAGES., Kadokawa, Micro Magazine Publishing, MAGNET, Micro House",Funimation,Studio A-CAT,"Adventure, Fantasy","Isekai, Magical Sex Shift"
42203,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,Re:ZERO -Starting Life in Another World- Season 2 Part 2,Re：ゼロから始める異世界生活,"Re: Life in a different world from zero 2nd Season, ReZero 2nd Season, Re:Zero - Starting Life in Another World 2",https://myanimelist.net/anime/42203/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_2nd_Season_Part_2,https://cdn.myanimelist.net/images/anime/1724/117421.jpg,https://www.youtube.com/watch?v=cG68UqKqYq0,TV,Light novel,12.0,Finished Airing,False,2021-01-06T00:00:00+00:00,2021-03-24T00:00:00+00:00,29 min per ep,R - 17+ (violence & profanity),8.43,540931.0,174.0,190,927709,12725,"After a stern yet compelling speech by Otto Suwen, Subaru Natsuki solemnly swears that he will successfully make it through this timeline and save everyone he can along the way. The first step toward achieving this goal is to help Emilia work through her past; however, that is easier said than done. Feeling as if she has been lied to by everyone around her, it will be difficult for Emilia to trust anyone, even Subaru, her self-proclaimed knight.

Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2 presents the culmination of Subaru's experiences with the Sanctuary and its people, along with his unwillingness to give up hope on saving them.

[Written by MAL Rewrite]",Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2 adapts volumes 13-15 of Tappei Nagatsuki's light novel series of the same title.,winter,2021.0,Wednesdays,22:30,"AT-X, Memory-Tech, Hakuhodo DY Music & Pictures, Kadokawa Media House, Kadokawa",,White Fox,"Drama, Fantasy, Suspense","Isekai, Psychological, Time Travel"
42282,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... X,My Next Life as a Villainess: All Routes Lead to Doom! X,乙女ゲームの破滅フラグしかない悪役令嬢に転生してしまった…X,"Hamefura X, I Reincarnated into an Otome Game as a Villainess With Only Destruction Flags…, Destruction Flag Otome",https://myanimelist.net/anime/42282/Otome_Game_no_Hametsu_Flag_shika_Nai_Akuyaku_Reijou_ni_Tensei_shiteshimatta_X,https://cdn.myanimelist.net/images/anime/1088/116439.jpg,https://www.youtube.com/watch?v=U89R_rcrbUs,TV,Light novel,12.0,Finished Airing,False,2021-07-03T00:00:00+00:00,2021-09-18T00:00:00+00:00,23 min per ep,PG-13 - Teens 13 or older,7.26,107345.0,2997.0,1014,248333,1058,"With no more death flags in sight, personable but dense Catarina Claes is finally able to lead a peaceful life surrounded by all of her friends and family. For that reason, she is determined to enjoy the school festival to the fullest without any concern on her mind.

Unbeknownst to her, however, the story of Fortune Lover—the game she used to play—has yet to end. Even more characters make an appearance, each with their own agenda to fulfill, and new mysteries await Katarina and those she loves. Will there be any way to avoid a bad ending when Catarina cannot remember what happens next?

[Written by MAL Rewrite]",,summer,2021.0,Saturdays,01:25,Nichion,,SILVER LINK.,"Comedy, Fantasy, Romance","Isekai, Reverse Harem, School, Villainess"
42340,Meikyuu Black Company,The Dungeon of Black Company,迷宮ブラックカンパニー,,https://myanimelist.net/anime/42340/Meikyuu_Black_Company,https://cdn.myanimelist.net/images/anime/1753/116290.jpg,https://www.youtube.com/watch?v=x39JYXYmQ90,TV,Web manga,12.0,Finished Airing,False,2021-07-09T00:00:00+00:00,2021-09-24T00:00:00+00:00,23 min per ep,PG-13 - Teens 13 or older,7.23,104141.0,3144.0,1083,233449,858,"After working tirelessly toward his goal of a self-sustainable NEET lifestyle, Kinji Ninomiya has finally achieved his dreams. Now looking down on common folk commuting during a typhoon from the penthouse of one of his apartment buildings, Kinji gets ready to start his new, slothful life. However, all of his hard work goes to waste when a portal appears beneath him from out of nowhere.

Teleported to another world, Kinji is forced to work for a mining company that focuses solely on profits and has no care whatsoever for the safety and well-being of its employees. Refusing to live in such conditions, he begins devising plans to get rich quickly, building connections with others in this new world and making his best efforts to escape the stringent corporate life. Will Kinji be able to overcome his restraints and attain financial freedom once more?

[Written by MAL Rewrite]","Meikyuu Black Company was released on Blu-ray and DVD in three volumes from September 29, 2021 to November 26, 2021.",summer,2021.0,Fridays,22:30,"Toy's Factory, ABC Animation, Jinnan Studio, Kadokawa",Funimation,SILVER LINK.,"Comedy, Fantasy",Isekai
42423,Date A Bullet: Nightmare or Queen,,デート・ア・バレット ナイトメア・オア・クイーン,,https://myanimelist.net/anime/42423/Date_A_Bullet__Nightmare_or_Queen,https://cdn.myanimelist.net/images/anime/1002/108424.jpg,https://www.youtube.com/watch?v=b_LdvOYBoEo,Movie,Light novel,1.0,Finished Airing,False,2020-11-13T00:00:00+00:00,,29 min,PG-13 - Teens 13 or older,7.64,36558.0,1411.0,2561,75954,325,Second part of the Date A Bullet films.,,,,,,Nippon Columbia,,Geek Toys,"Action, Sci-Fi",Isekai
42429,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,Ascendance of a Bookworm Season 3,本好きの下剋上 ～司書になるためには手段を選んでいられません～ 第3期,Ascendance of a Bookworm 3rd Season,https://myanimelist.net/anime/42429/Honzuki_no_Gekokujou__Shisho_ni_Naru_Tame_ni_wa_Shudan_wo_Erandeiraremasen_3rd_Season,https://cdn.myanimelist.net/images/anime/1976/122302.jpg,https://www.youtube.com/watch?v=b21XZo55TNw,TV,Light novel,10.0,Finished Airing,False,2022-04-12T00:00:00+00:00,2022-06-14T00:00:00+00:00,23 min per ep,PG-13 - Teens 13 or older,8.07,79568.0,542.0,1474,166285,949,"Winter is approaching, and Myne—now an apprentice priestess—must prepare for her stay at the church and the upcoming Dedication Ceremony. However, due to her immense knowledge and extraordinary amount of mana, she has garnered the attention of many dangerous people, who are willing to do anything to get their hands on Myne.

To keep her safe, the Head Priest assigns Myne a bodyguard and advises her to be adopted by a noble, a decision that will force her to leave her family behind. As Myne is opposed to the idea, the Head Priest gives her an ultimatum: she can be with her family until she turns 10, but if she is deemed too unstable, she will immediately be dealt with.

Placed in a tough position, Myne is uncertain about her future. Despite the twists that may lie ahead, she will do whatever she can to protect those that she loves—even if it means giving up on her dream.

[Written by MAL Rewrite]","Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season was released on Blu-ray on June 8, 2022 and on DVD from April 20, 2022 to June 8, 2022.",spring,2022.0,Tuesdays,02:29,"WOWOW, KlockWorx, flying DOG, BS Fuji, Yomiuri TV Enterprise, TO Books, JTB Next Creation, MediaNet Pictures, Happinet Phantom Studios",Crunchyroll,Ajia-do,Fantasy,"Isekai, Reincarnation"
42826,Seijo no Maryoku wa Bannou desu,The Saint's Magic Power is Omnipotent,聖女の魔力は万能です,The power of the saint is all around.,https://myanimelist.net/anime/42826/Seijo_no_Maryoku_wa_Bannou_desu,https://cdn.myanimelist.net/images/anime/1947/114235.jpg,https://www.youtube.com/watch?v=neuik8auVmE,TV,Light novel,12.0,Finished Airing,False,2021-04-06T00:00:00+00:00,2021-06-22T00:00:00+00:00,23 min per ep,PG-13 - Teens 13 or older,7.3,101454.0,2757.0,1168,216431,1260,"Since ancient times, the citizens of Slantania have lived within a shroud of miasma, a force that brings forth monsters creating havoc around the world. When the kingdom's Order of Knights becomes incapable of containing the monsters, the Grand Magus summons a holy maiden—the legendary ""Saint""—to obliterate the horrid creatures and restore peace.

One evening, as Sei Takanashi returns home from a long day at work, a magical force pulls her into a foreign world. Upon her arrival to the kingdom of Slantania, she overhears that the Grand Magus inadvertently summoned two Saints—Sei and a brown-haired girl. Needing only one holy maiden, the prince declares the other girl as the Saint, leaving Sei to her own devices.

Sei sets her sight on the Medicinal Flora Research Institute, an establishment known for its studies regarding herbs and potions. While indulging in her latest passion, Sei has a fateful encounter with the commander of the Third Order of Knights. But little does she know, her aptitude as a Saint will continue to exert its influence over her new life.

[Written by MAL Rewrite]",,spring,2021.0,Tuesdays,23:30,"Lantis, Kadokawa, Bit grooove promotion",Funimation,Diomedéa,"Fantasy, Romance","Isekai, Medical"
